ST	penA	mtrR	porB	ponA	gyrA	parC	23S	NG-STAR_CC
6542	2.001	130	3	100	100	2	100	520
6543	19.025	261	13	1	7	3	100	3099
6544	9.001	105	14	1	48	142	100	Ungroupable
6545	2.002	122	100	100	7	2	100	436
6546	14.001	1	62	1	100	2	100	442
6547	22.001	19	35	1	100	2	100	1115
6548	2.002	40	35	100	7	3	100	436
6549	22.001	25	14	100	100	7	100	190
6550	5.027	38	3	1	1	3	100	264
6551	5.002	284	14	1	7	3	100	1387
6552	134.002	40	100	100	7	4	100	1124
6553	22.001	10	1	100	1	3	100	229
6554	3.001	40	17	100	7	4	100	1124
6555	5.002	361	3	1	7	3	100	2148
6556	19.001	19	14	100	7	15	100	2718
6557	22.001	19	6	1	100	2	8	1115
6558	5.026	122	3	1	7	3	100	2148
6559	2.001	39	11	100	10	100	100	213
6560	44.011	16	11	1	1	10	100	158
6561	17.002	122	14	1	7	3	100	1387
6562	9.001	58	3	100	100	7	100	678
6563	310.001	361	35	1	100	2	100	Ungroupable
6564	3.003	39	13	1	100	100	100	Ungroupable
6565	14.032	130	1	100	100	2	100	520
6566	9.001	122	13	100	100	7	100	678
6567	34.007	522	13	100	7	4	100	426
6568	2.002	161	13	100	7	3	100	436
6569	5.002	16	10	1	1	10	100	158
6570	22.001	25	6	100	100	1	100	190
6571	2.002	58	13	100	100	2	100	5513
6572	5.002	40	14	1	7	3	100	1387
6573	9.001	58	100	1	7	2	100	137
6574	17.001	58	1	1	7	3	100	1615
6575	5.002	57	1	1	7	3	100	1615
6576	2.074	40	100	100	7	3	100	436
6577	2.001	39	62	100	100	100	58	63
6578	14.001	1	6	1	100	2	100	442
6579	2.001	183	3	100	100	100	100	301
6580	34.001	130	100	100	100	2	100	520
6581	198.007	105	1	100	100	2	100	5513
6582	14.031	130	3	100	100	2	100	520
6583	2.001	1	1	1	7	7	100	422
6584	303.001	1	3	100	100	2	100	520
6585	5.002	161	13	100	7	3	100	1350
6586	2.001	57	13	100	100	2	100	55
6587	2.096	40	3	1	7	3	100	2148
6588	12.007	39	3	100	100	100	2	2885
6589	1.001	40	3	100	7	3	100	436
6590	22.001	22	6	1	100	2	100	1115
6591	44.001	40	11	1	1	10	100	158
6592	309.001	69	1	1	7	2	100	4485
6593	14.001	105	1	100	100	2	100	5513
6594	9.001	122	14	1	100	3	100	1387
6595	2.002	274	100	100	7	3	100	436
6596	2.089	39	3	100	100	100	100	213
6597	5.002	15	3	1	100	3	100	2148
6598	2.002	91	100	100	7	2	100	427
6599	9.001	8	13	100	6	1	100	3165
6600	43.002	122	100	1	100	6	100	1340
6601	19.001	11	100	1	7	15	100	309
6602	14.001	15	1	100	100	2	100	178
6603	14.001	321	3	100	100	7	100	352
6604	14.001	5	1	1	100	2	100	442
6605	45.001	88	1	100	6	2	100	Ungroupable
6606	14.001	40	3	1	7	4	100	2178
6607	2.001	1	100	1	7	138	100	5323
6608	2.002	58	3	100	100	2	100	893
6609	5.002	122	6	1	7	3	100	1387
6610	15.001	361	100	100	100	1	100	1400
6611	2.001	40	3	100	100	100	100	301
6612	43.002	69	1	100	7	6	100	1340
6613	14.001	161	1	1	7	2	100	432
6614	5.002	122	8	1	7	2	100	199
6615	2.001	39	3	100	100	100	1	213
6616	305.001	9	1	100	100	1	100	439
6617	9.001	434	1	100	100	2	100	3043
6618	34.043	40	1	100	7	4	100	1124
6619	297.001	132	100	1	1	9	100	38
6620	45.001	8	3	1	7	3	100	2148
6621	308.001	5	1	100	100	2	100	4959
6622	2.017	15	100	1	100	2	100	137
6623	19.001	39	13	1	7	3	100	1096
6624	15.001	11	100	100	100	2	100	1958
6625	14.001	40	3	1	100	2	100	432
6626	198.001	105	11	100	100	2	100	2976
6627	15.001	9	10	100	100	100	100	392
6628	304.001	1	14	1	100	2	100	2889
6629	2.001	39	100	100	100	208	100	213
6630	43.011	122	100	100	7	6	100	1340
6631	112.002	39	3	100	100	100	100	213
6632	44.001	58	3	1	7	3	100	2148
6633	77.001	358	14	1	7	10	100	4061
6634	22.001	39	1	100	100	100	100	63
6635	2.002	40	1	100	47	4	100	427
6636	9.001	9	1	100	100	3	100	63
6637	307.001	305	100	100	7	4	100	1124
6638	22.001	25	100	100	100	100	100	190
6639	5.002	9	100	1	7	3	100	199
6640	14.001	1	3	100	59	2	100	520
6641	2.002	25	100	100	7	138	100	719
6642	77.001	358	6	1	7	10	100	4061
6643	303.001	29	13	100	100	7	100	178
6644	2.001	48	13	1	7	47	100	Ungroupable
6645	2.002	15	1	100	7	3	100	436
6646	5.002	122	100	1	7	4	100	1387
6647	45.001	9	3	100	6	1	100	3165
6648	2.001	361	100	100	100	2	100	1958
6649	306.001	1	3	1	7	3	100	199
6650	9.001	9	100	1	100	100	100	845
6651	14.001	512	1	100	100	7	100	178
6652	19.001	1	100	1	7	15	100	309
6653	14.029	130	3	100	100	2	100	520
6654	2.002	650	100	100	7	4	100	719
6655	14.001	512	3	100	7	100	100	5262
6656	43.002	122	10	100	7	6	100	1340
6657	34.007	512	100	100	100	4	100	2202
6658	2.002	10	1	100	7	3	100	436
6659	14.001	122	14	1	7	3	100	1387
6660	296.001	29	1	100	100	7	100	178
6661	2.002	446	100	100	7	3	100	436
6662	2.002	40	13	1	100	4	100	426
6663	60.001	89	13	100	7	3	100	714
6664	22.028	268	3	100	100	100	100	301
6665	22.028	15	13	100	100	2	100	3126
6666	2.001	9	3	100	100	216	100	301
6667	2.002	725	1	100	7	4	100	427
6668	5.002	40	1	1	7	3	88	1615
6669	93.001	727	3	100	100	100	100	2655
6670	176.002	42	100	100	10	2	100	1958
6671	1.028	5	100	100	100	1	100	20
6672	2.001	729	3	100	100	100	1	2885
6673	15.001	728	100	100	100	2	100	1958
6674	2.097	381	3	100	7	3	100	3419
6675	94.001	42	35	100	10	2	100	231
6676	19.001	139	100	1	7	23	100	3100
6677	2.002	54	27	1	15	217	100	Ungroupable
6678	44.001	282	1	1	1	72	2	3548
6679	2.099	1	4	1	7	3	100	199
6680	313.001	19	8	1	1	9	100	38
6681	2.101	19	9	1	7	3	100	73
6682	312.001	40	100	100	7	4	100	427
6683	19.026	47	14	100	7	3	100	Ungroupable
6684	10.021	1	12	1	7	47	100	1698
6685	2.098	1	8	1	7	8	100	514
6686	120.002	1	8	1	7	3	100	199
6687	5.002	726	1	1	7	3	100	1615
6688	2.001	9	1	100	100	218	100	63
6689	34.012	25	11	1	7	53	100	497
6690	10.001	33	1	1	2	5	100	348
6691	10.001	33	13	1	7	204	100	7058
6692	60.001	89	100	100	7	3	100	719
6693	34.019	307	8	1	7	3	100	199
6694	2.002	595	12	100	7	4	2	719
6845	14.001	110	14	10	47	17	100	Ungroupable
6705	16.002	1	8	1	1	31	100	409
6706	16.002	64	11	100	7	81	100	168
6707	16.002	245	14	100	7	20	100	6696
6708	16.002	281	14	100	7	20	100	6696
6709	16.002	10	13	100	1	4	100	1771
6710	16.002	54	13	100	1	22	100	3574
6711	16.002	54	3	100	7	20	100	6696
6712	16.002	10	29	100	100	17	100	Ungroupable
6713	16.002	54	8	100	1	20	100	6723
6714	16.003	10	3	1	7	17	100	3477
6715	16.003	153	3	1	7	17	100	Ungroupable
6716	16.002	5	14	100	1	68	100	6717
6717	16.002	10	14	100	1	68	100	5962
6718	16.002	10	100	100	100	17	100	2035
6719	16.002	10	29	100	100	17	12	Ungroupable
6720	16.002	10	100	100	100	2	100	1958
6721	16.002	35	44	1	7	15	100	Ungroupable
6722	16.002	35	1	1	7	15	100	53
6723	16.002	54	13	100	7	20	100	6696
6724	16.002	54	100	100	7	20	100	6696
6725	16.002	54	4	100	1	18	100	592
6726	16.002	54	14	100	1	3	100	625
6728	31.001	69	12	1	7	5	100	4114
6730	31.001	1	12	1	7	5	100	5004
6731	16.002	54	4	100	7	20	100	6696
6732	16.002	54	19	100	1	9	100	Ungroupable
6733	16.002	54	1	100	1	3	100	4520
6734	24.001	1	12	1	1	3	100	127
6735	30.002	524	8	1	7	21	100	1464
6737	16.002	89	13	100	7	26	100	714
6738	16.007	54	14	17	7	20	100	6696
6739	16.008	10	13	100	1	26	100	1634
6741	16.002	54	13	100	1	20	100	6696
6742	124.003	69	4	1	2	5	100	488
6743	124.003	1	4	1	2	5	100	348
6695	16.002	1	8	1	7	3	2	199
6696	16.002	54	14	100	7	20	100	6696
6697	16.003	125	14	1	7	17	100	271
6698	16.004	10	1	100	100	7	100	352
6699	16.002	10	14	100	1	4	100	1771
6700	16.002	10	14	100	7	20	100	6696
6701	16.002	163	14	100	7	73	100	6696
6702	16.002	201	14	100	1	68	100	6717
6703	16.002	18	14	100	1	18	100	1320
6704	16.002	54	14	100	1	2	100	4520
6727	16.006	57	14	100	7	20	100	1202
6736	24.001	222	1	1	7	3	100	1615
6740	16.002	174	100	100	7	20	100	6696
6744	2.001	9	100	100	100	3	100	845
6745	2.002	122	14	100	7	192	100	3952
6746	93.001	5	3	100	100	100	100	2655
6747	2.001	5	3	100	100	3	100	301
6748	314.001	1	8	1	1	3	100	127
6749	315.001	33	8	1	2	5	100	348
6750	43.009	648	13	1	2	10	100	2467
6751	43.001	1	13	1	7	110	100	514
6752	2.002	89	1	100	7	224	100	719
6753	14.001	756	3	100	100	7	100	352
6754	198.004	587	1	100	7	3	100	5375
6755	34.001	381	13	100	7	3	100	1818
6756	34.007	122	1	100	7	4	100	1124
6757	14.001	39	100	100	100	100	6	211
6758	34.001	1	11	1	24	3	100	90
6759	34.001	757	3	100	7	3	100	1818
6760	2.001	512	3	100	100	7	100	468
6761	14.001	512	100	100	7	3	100	6028
6762	316.001	54	13	100	1	4	100	6945
6763	2.001	407	21	1	7	3	100	3736
6764	2.001	1	100	100	7	3	97	1660
6765	14.001	180	100	100	100	100	100	211
6766	2.002	222	1	1	7	3	100	1615
6767	34.036	381	1	100	7	3	2	3419
6768	242.002	1	8	1	1	3	100	127
6769	2.001	39	100	100	7	3	2	1660
6770	60.001	174	13	1	7	20	100	4859
6771	10.001	19	11	100	7	3	100	4863
6772	237.001	19	8	1	2	5	100	348
6773	34.007	25	11	1	7	53	100	497
6774	5.002	1	12	1	7	3	2	199
6775	34.019	1	1	1	7	3	100	1696
6776	60.001	19	14	100	7	3	100	5526
6777	9.001	608	100	100	7	22	100	7397
6778	34.007	54	100	100	7	4	100	1124
6779	34.007	54	14	100	7	20	100	6696
6780	34.007	122	10	100	7	3	100	6028
6781	34.007	174	1	1	7	4	100	1124
6782	34.007	368	14	100	7	4	100	1124
6783	43.002	54	1	100	7	4	100	5817
6784	43.002	54	12	1	7	20	100	6904
6785	43.002	54	13	100	7	6	100	1340
6786	34.007	89	1	100	7	4	100	1124
6787	43.002	54	14	100	7	6	100	1340
6788	43.002	57	100	100	7	6	100	1340
6789	43.002	89	100	100	7	4	100	719
6790	43.002	89	13	100	7	6	100	1340
6791	43.002	89	1	100	7	4	100	719
6792	43.002	122	48	100	7	22	100	1340
6793	77.001	89	13	100	7	4	100	719
6794	2.001	1	19	1	100	2	100	442
6795	2.001	9	1	100	1	4	100	63
6796	2.001	9	13	100	1	4	100	63
6797	2.001	10	3	1	100	1	100	384
6798	2.001	10	13	100	1	22	6	3574
6799	2.001	10	13	100	1	22	100	3574
6800	2.001	10	14	1	7	20	100	7011
6801	2.001	10	14	1	1	90	100	6804
6802	2.001	10	14	1	1	22	100	4825
6803	2.001	10	14	100	7	20	100	1308
6804	2.001	10	14	100	1	22	100	1271
6805	2.001	18	13	100	1	22	100	3574
6806	2.001	54	1	100	100	100	100	63
6807	2.001	54	13	1	1	22	100	3574
6808	2.001	54	14	100	100	100	100	63
6809	2.001	54	100	100	100	100	100	845
6810	2.001	69	14	1	100	2	100	442
6811	2.001	69	19	1	7	20	100	Ungroupable
6812	2.001	89	14	100	21	22	100	6804
6813	2.001	105	13	1	1	22	100	958
6814	2.001	276	14	1	1	49	100	4762
6815	2.001	608	19	100	7	20	100	5195
6816	2.001	703	14	100	1	22	100	4825
6817	9.001	10	3	100	7	103	100	4757
6818	9.001	10	13	100	7	103	100	4757
6819	9.001	10	14	1	1	22	100	1054
6820	9.001	47	1	100	1	20	100	6891
6821	9.001	54	13	1	1	195	100	958
6822	9.001	54	100	100	7	20	100	7319
6823	9.001	69	19	1	1	94	100	1623
6824	9.001	122	3	100	7	20	100	6824
6825	9.001	122	100	100	7	20	100	7319
6846	14.001	10	14	1	7	49	100	3456
6826	9.001	383	14	1	1	22	100	958
6847	14.001	10	19	1	7	7	100	1586
6848	14.001	10	100	100	100	90	100	352
6849	14.001	10	100	100	32	4	100	1771
6850	14.001	10	100	1	1	49	12	1054
6851	14.001	18	100	10	100	7	100	352
6852	14.001	69	100	100	100	2	100	352
6853	14.001	75	100	1	1	49	100	1054
6854	14.001	76	100	1	1	22	100	1362
6855	14.001	89	100	1	7	26	100	1933
6856	14.001	169	100	1	14	2	100	162
6857	14.001	171	100	100	1	90	100	1362
6858	14.001	201	100	1	100	7	100	352
6859	14.001	610	100	100	1	4	100	1771
6860	14.001	18	14	100	100	100	100	212
6861	14.001	40	13	100	7	20	100	1662
6862	14.001	54	14	100	1	90	100	1890
6863	14.001	54	14	100	100	2	100	1958
6864	14.001	54	12	100	100	2	100	1958
6865	14.001	54	37	100	7	20	100	6696
6866	14.001	69	13	100	100	20	100	289
6867	14.001	163	14	100	100	2	100	463
6868	14.001	163	13	100	1	4	100	5508
6869	14.001	169	3	100	14	2	100	1021
6870	14.001	332	13	1	7	22	100	1586
6871	14.001	349	14	1	100	100	100	4012
6872	14.001	546	13	100	1	4	100	5508
6873	14.001	610	14	100	1	4	100	1890
6874	14.001	610	3	100	1	4	100	5508
6875	153.001	18	13	100	100	1	100	4960
6876	153.001	18	12	100	100	1	100	4960
6877	153.001	89	100	100	1	1	100	Ungroupable
6878	166.001	10	100	100	7	4	100	719
6879	166.001	10	4	100	7	4	100	3333
6880	19.001	18	100	1	7	26	100	309
6881	19.001	10	100	100	2	46	13	638
6882	19.001	10	100	100	100	1	100	352
6883	19.001	18	100	1	7	20	83	1632
6884	19.001	18	13	1	7	20	100	1632
6885	19.001	18	13	1	7	68	100	1632
6886	19.001	16	13	1	7	8	100	Ungroupable
6887	19.001	18	14	1	7	68	100	1632
6888	19.001	25	12	1	1	22	100	561
6889	19.001	18	19	1	7	15	100	309
6890	19.001	47	14	100	1	17	100	433
6891	19.001	47	1	100	1	20	100	7301
6892	19.001	47	13	1	7	3	100	1096
6893	19.001	38	3	1	7	49	100	309
6894	19.001	49	13	100	7	20	100	1662
6895	19.001	49	100	100	7	20	100	7319
6896	19.001	54	1	100	7	22	100	1284
6897	19.001	47	8	1	7	78	100	1319
6898	19.001	54	14	100	7	18	100	6696
6899	19.001	54	14	100	7	4	100	5817
6900	19.001	54	19	1	7	15	100	309
6901	19.001	54	100	100	100	1	12	1645
6902	19.001	54	100	1	7	102	100	309
6903	19.001	54	100	100	1	20	100	7319
6904	19.001	54	100	1	7	20	100	309
6905	19.001	54	13	100	100	1	100	1645
6906	19.001	89	4	100	7	4	100	719
6907	19.001	89	100	100	1	18	100	7301
6908	19.001	89	100	100	1	20	100	1271
6909	19.001	89	13	100	7	4	100	719
6910	19.001	89	14	100	7	26	100	1203
6911	19.001	89	100	100	7	22	100	719
6912	2.002	10	100	100	7	26	100	719
6913	2.002	10	1	100	1	59	100	1271
6914	2.002	54	1	100	7	4	100	1958
6915	2.002	89	1	100	1	4	100	719
6916	2.002	69	1	100	100	2	100	1958
6917	2.002	10	3	100	1	22	1	1271
6918	2.002	10	4	100	7	4	100	719
6919	2.002	10	13	100	1	59	100	1271
6920	2.002	10	3	100	32	2	100	2035
6921	19.001	57	13	1	7	7	100	1096
6922	19.001	10	42	1	7	55	100	455
6923	19.001	10	14	100	100	2	100	7004
6924	2.002	10	100	100	1	20	100	1271
6925	2.002	10	14	1	1	20	100	1627
6926	2.002	10	14	100	7	18	100	7397
6927	2.002	10	100	100	7	3	100	436
6928	2.002	10	19	100	100	1	100	2035
6929	2.002	10	100	100	7	89	100	719
6930	2.002	10	100	1	1	102	100	1627
6931	2.002	18	100	1	1	22	100	1271
6932	2.002	18	100	1	100	90	100	893
6933	2.002	10	100	100	1	102	100	1271
6934	2.002	18	3	1	1	10	100	4758
6935	2.002	10	100	1	1	90	100	1627
6936	2.002	40	100	100	7	89	100	427
6937	2.002	40	19	100	7	4	100	427
6938	2.002	18	14	1	1	10	100	4758
6939	2.002	10	14	100	1	59	100	1271
6940	2.002	41	100	100	1	59	100	1271
6941	2.002	54	100	100	100	1	100	1958
6942	2.002	54	100	100	100	3	100	1958
6943	2.002	54	12	100	1	4	100	5817
6944	2.002	40	100	100	7	1	100	427
6945	2.002	54	13	100	7	4	100	426
6946	2.002	54	3	100	7	4	100	719
6947	2.002	54	4	100	7	1	100	5817
6948	2.002	40	8	100	7	2	100	427
6949	2.002	54	14	100	7	18	100	5817
6950	2.002	54	4	100	7	6	100	5817
6951	2.002	54	14	100	7	20	100	6696
6952	2.002	54	100	100	7	59	100	719
6953	2.002	54	13	100	7	138	100	426
6954	2.002	57	100	100	7	49	100	719
6955	2.002	54	100	100	1	43	100	5817
6956	2.002	57	13	100	1	22	100	3574
6957	2.002	57	14	100	7	22	100	3596
6958	19.001	5	100	100	22	4	100	7326
6959	2.002	69	4	100	1	4	100	5212
6960	2.002	69	14	100	100	4	100	1835
6961	2.002	89	19	100	7	4	100	719
6962	2.002	69	3	100	7	1	100	1661
6963	2.002	65	13	100	1	59	100	1051
6964	2.002	89	4	100	7	4	100	719
6965	2.002	69	13	100	7	4	100	426
6966	2.002	54	37	100	7	22	100	5817
6967	2.002	89	4	100	23	20	100	1658
6968	2.002	89	12	100	7	59	100	719
6969	2.002	69	19	100	7	4	100	719
6970	2.002	89	19	100	7	3	100	719
6971	2.002	89	100	100	7	22	100	719
6972	2.002	69	100	100	1	3	100	1271
6973	2.002	89	14	100	7	26	100	719
6974	2.002	89	100	1	7	4	100	719
6975	2.002	89	100	100	7	23	100	719
6976	2.002	124	4	100	23	20	100	6967
6977	2.002	225	13	100	1	4	100	1771
6978	2.002	54	100	100	100	4	100	1958
6979	2.002	642	13	100	7	26	100	714
6985	2.002	724	100	100	7	4	100	719
6987	166.001	18	100	100	7	4	100	427
6988	2.008	54	100	100	22	2	100	1958
6990	2.008	54	14	1	7	22	100	6992
6994	2.019	54	100	100	7	4	100	719
6995	2.014	10	14	1	15	20	100	7011
6996	2.014	10	1	1	7	20	100	1595
6997	2.024	133	14	1	7	48	100	1839
7000	22.001	10	100	100	100	2	100	190
7001	22.001	69	100	100	100	2	100	190
7003	22.001	54	3	100	100	2	100	1958
7006	2.002	89	42	100	7	4	100	719
7008	2.002	1	13	1	100	2	100	442
7011	19.001	10	14	1	7	20	100	455
7013	19.001	10	13	1	7	15	100	309
7016	166.001	284	8	100	7	4	100	3333
7017	166.001	284	100	100	7	26	100	3333
6980	2.002	642	100	100	7	26	100	719
6981	2.002	89	100	100	7	2	100	719
6982	2.002	378	14	10	100	2	100	3597
6983	2.002	245	100	100	7	4	100	719
6984	2.002	708	100	100	1	4	100	1627
6986	166.001	10	13	100	7	4	100	426
6989	2.008	274	14	100	7	20	100	1202
6991	2.014	10	13	1	100	20	100	1595
6992	2.008	54	13	1	7	22	100	6992
6993	2.014	10	100	100	7	20	100	4739
6998	2.008	54	3	100	100	2	100	1958
6999	2.014	10	100	1	7	20	100	455
7002	22.001	10	37	1	1	89	100	4718
7004	22.001	10	14	100	100	2	100	190
7005	2.002	5	100	1	100	89	100	1654
7007	316.001	54	13	100	1	26	100	1095
7009	2.002	10	14	1	7	7	100	1586
7010	2.002	10	13	1	7	7	100	1586
7012	34.007	9	100	100	7	4	100	1124
7014	19.001	10	13	1	7	22	1	7013
7015	18.001	307	100	1	1	3	100	2482
7018	166.001	89	3	100	7	4	100	719
7019	19.001	89	3	100	1	17	100	Ungroupable
7020	166.001	89	14	100	7	4	100	719
7021	166.001	89	4	100	7	4	100	719
7022	166.001	89	100	100	7	4	100	719
7023	166.001	54	100	100	7	4	100	719
7024	18.001	307	8	1	1	47	100	2482
7025	34.007	10	100	100	7	4	100	1124
7026	166.001	40	4	100	7	4	100	427
7027	2.001	39	1	100	7	3	100	168
7028	2.002	737	12	100	100	7	100	2041
7029	1.013	722	100	100	100	1	100	20
7030	10.001	33	1	1	7	5	100	348
7031	60.001	773	14	100	7	4	1	5526
7032	34.001	507	10	1	7	15	100	Ungroupable
7033	5.002	512	3	1	7	3	100	2148
7034	34.007	512	100	100	7	3	100	436
7037	13.001	25	71	1	7	53	100	497
7038	43.001	1	8	100	1	18	100	186
7039	13.001	16	8	1	7	125	100	345
7040	146.001	36	8	1	2	24	100	501
7041	2.002	19	11	1	7	23	100	73
7042	18.001	308	8	1	2	24	100	501
7043	4.001	25	8	1	7	4	6	281
7044	18.001	1	8	1	7	15	100	199
7045	43.001	16	8	1	7	6	100	2336
7046	2.019	1	8	1	7	6	1	3789
7047	120.001	1	8	1	15	3	100	199
7048	2.002	19	21	1	7	3	100	73
7049	10.001	47	100	1	7	3	100	1392
7050	19.001	89	12	100	7	4	100	719
7051	18.001	539	23	1	2	1	100	Ungroupable
7052	154.001	1	10	1	7	3	100	199
7053	2.002	1	10	1	7	6	1	3789
7054	18.001	1	11	1	7	3	1	428
7055	158.001	1	12	1	1	22	100	958
7056	87.001	1	13	1	1	3	100	127
7057	2.002	1	13	1	7	2	100	470
7058	10.001	1	13	1	7	3	100	199
7059	18.001	19	11	1	7	15	100	1695
7060	18.001	156	13	1	1	3	100	1047
7061	87.001	1	8	1	7	1	100	428
7062	2.002	19	12	1	7	25	1	895
7063	10.001	36	8	1	2	24	2	501
7064	5.002	1	8	1	7	3	1	199
7065	146.001	1	8	1	7	15	2	2454
7066	2.002	54	14	1	7	3	100	1387
7067	60.001	40	8	1	7	3	100	1143
7068	18.001	59	13	1	7	202	100	1178
7069	4.001	25	4	1	1	1	100	2863
7070	18.001	1	8	1	7	25	100	199
7071	12.001	19	8	1	7	3	1	73
7072	2.002	16	12	1	7	3	100	1143
7073	13.001	22	8	1	1	93	100	38
7074	60.001	40	14	1	7	3	1	5793
7075	5.002	19	5	1	1	3	100	127
7076	2.002	1	8	100	1	18	100	2209
7077	13.001	16	23	1	7	125	100	Ungroupable
7078	18.001	1	8	1	7	1	100	199
7079	9.001	1	8	1	16	3	100	127
7080	21.001	1	8	1	7	47	100	199
7081	18.001	1	9	1	7	15	100	428
7082	13.001	1	8	1	1	93	100	127
7083	2.002	19	12	1	7	23	100	73
7084	13.001	19	37	1	1	9	2	38
7085	5.002	1	8	1	7	124	100	199
7086	13.001	25	10	1	7	53	100	497
7087	18.001	1	21	1	34	93	100	Ungroupable
7088	18.001	22	12	1	7	3	100	428
7089	18.001	1	8	1	7	3	12	199
7090	120.001	1	8	1	21	3	100	199
7091	19.001	38	9	1	7	15	100	309
7092	10.003	47	11	1	7	21	100	221
7093	18.001	22	12	1	34	93	100	2473
7094	13.002	1	13	1	21	15	100	2433
7095	5.002	1	48	1	7	3	100	199
7096	5.002	1	8	1	23	3	2	127
7097	18.001	47	8	1	21	21	100	221
7098	13.001	19	8	1	1	177	100	38
7099	2.002	19	8	1	15	8	100	73
7100	13.001	22	8	1	1	9	100	38
7101	18.001	1	9	1	7	3	100	199
7102	10.003	22	13	1	1	52	100	2499
7103	5.002	1	13	1	1	45	2	4392
7104	317.001	222	3	1	7	3	100	2148
7105	93.001	144	3	100	100	100	100	301
7106	94.001	42	1	100	10	2	2	1887
7107	2.002	54	14	100	7	55	100	5817
7108	166.001	89	13	100	7	4	100	719
7109	2.001	1	13	1	1	22	100	958
7110	13.001	16	23	1	7	225	100	Ungroupable
7111	19.001	775	19	100	7	20	100	7319
7112	319.001	18	14	100	100	1	100	17
7113	2.104	9	1	100	100	1	100	63
7114	2.001	777	3	100	7	3	100	3420
7115	318.001	9	3	100	7	3	100	3420
7116	166.001	778	100	1	7	4	100	3333
7117	13.001	779	8	1	7	8	100	1179
7118	2.098	1	13	1	7	8	100	3293
7119	60.001	40	37	1	7	3	1	5793
7120	10.001	47	100	1	7	23	100	Ungroupable
7121	34.019	40	14	100	7	55	100	5285
7122	166.001	40	3	100	7	7	100	3333
7123	34.001	381	1	100	7	3	2	1818
7124	34.001	5	14	1	100	2	100	2712
7125	166.001	10	1	100	7	4	100	2206
7126	2.001	1	100	100	7	26	100	1660
7127	19.001	261	10	1	7	3	100	3099
7128	5.002	10	1	1	7	3	100	1615
7129	34.007	122	100	100	7	3	100	436
7130	34.007	781	3	100	7	3	100	7034
7131	279.002	39	14	100	100	100	100	213
7132	228.001	47	3	1	7	113	100	433
7133	166.001	9	1	100	100	175	100	63
7134	166.001	1	100	100	7	3	100	1660
7135	228.001	54	14	1	5	2	100	3597
7136	285.001	1	8	1	100	2	100	3035
7137	228.001	461	27	1	15	20	100	6884
7138	60.001	22	8	1	34	100	100	2473
7139	60.001	33	100	1	2	100	100	1236
7140	60.001	1	11	13	7	100	100	1133
7141	60.001	1	12	1	7	82	100	1143
7142	60.001	22	8	1	7	213	100	4903
7143	60.001	22	11	100	34	93	100	4903
7144	60.001	22	4	1	34	100	100	4903
7145	60.001	1	11	13	7	82	100	1133
7146	34.044	42	100	100	10	2	100	1958
7147	320.001	222	14	1	7	3	100	1387
7148	5.019	122	3	1	7	3	100	2148
7149	2.001	334	100	100	7	3	100	1660
7150	13.002	1	1	1	7	3	100	199
7151	5.002	381	1	1	7	3	100	1615
7152	60.001	124	14	1	1	226	100	Ungroupable
7153	19.001	47	3	1	7	113	100	433
7154	19.001	54	14	1	5	2	100	3597
7155	19.001	461	27	1	15	20	100	620
7156	34.007	1	4	100	7	3	100	2430
7157	166.001	40	14	100	100	26	100	5515
7158	5.002	40	3	1	7	4	100	2148
7159	166.001	40	3	100	7	26	100	3333
7160	5.028	122	3	1	7	3	100	2148
7161	19.001	18	14	100	1	20	100	1659
7162	5.002	122	14	1	7	4	100	1387
7163	18.001	307	14	1	1	3	100	2482
7164	34.045	381	1	100	7	3	100	1818
7165	43.012	774	100	100	7	6	6	Ungroupable
7166	2.002	782	100	100	7	4	100	719
7167	2.001	775	100	100	1	22	100	1271
7168	112.001	9	3	100	100	3	100	301
7169	13.013	39	4	100	100	100	100	213
7170	2.001	39	1	1	7	3	100	1615
7171	2.001	54	100	100	1	40	100	3574
7172	3.003	39	100	100	7	4	100	168
7173	5.002	222	1	100	7	3	100	1615
7174	5.002	434	1	1	7	3	100	1615
7175	68.001	240	14	100	100	7	100	288
7176	60.001	19	13	1	7	3	1	202
7177	14.001	39	4	100	100	100	100	2885
7178	22.001	69	14	100	100	2	100	1449
7179	237.001	1	8	1	7	3	2	199
7180	1.027	54	100	100	100	1	100	1645
7181	34.019	192	8	1	1	3	2	1234
7182	270.001	33	4	100	7	5	100	Ungroupable
7183	270.001	33	21	100	7	5	100	Ungroupable
7184	81.001	3	1	100	100	2	1	307
7185	1.002	40	14	100	7	4	100	307
7186	43.012	774	100	100	7	6	100	1340
7187	34.048	305	1	100	7	4	100	2206
7188	2.001	839	3	100	1	3	100	1819
7189	166.001	89	16	100	7	4	100	719
7190	14.001	305	100	100	7	6	100	2202
7191	2.002	18	3	100	1	18	100	2209
7192	271.001	40	1	100	7	4	100	1124
7193	294.002	1	11	1	7	3	100	2431
7194	19.001	47	3	1	7	1	100	433
7195	34.007	305	10	100	7	4	100	1124
7196	14.001	54	37	1	7	20	100	6696
7197	2.002	157	13	100	1	59	100	1051
7198	19.001	174	100	1	7	43	100	3311
7200	1.001	54	100	100	7	22	100	5817
7201	1.001	89	100	100	7	4	100	719
7202	1.027	54	100	100	1	59	100	Ungroupable
7203	1.027	54	13	100	1	59	100	Ungroupable
7204	1.027	89	100	100	1	59	100	1051
